Nom du skin,2025-06-05,Steam - 2025-06-05,SkinBaron - 2025-06-05,Steam - 2025-06-06,SkinBaron - 2025-06-06,Steam - 2025-06-07,SkinBaron - 2025-06-07
Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR,1.77,1.77,1.27,1.78,1.27,1.76,1.4
Sticker | Ninjas in Pyjamas (Gold) | Antwerp 2022,2.09,2.09,1.36,2.16,1.36,2.14,1.42
Sticker | Ninjas in Pyjamas (Gold) | Paris 2023,1.26,1.26,0.78,1.26,0.78,1.16,0.78
Sticker | Ninjas in Pyjamas (Gold) | Rio 2022,3.82,3.82,3.12,3.81,3.12,3.82,3.49
Sticker | Ninjas in Pyjamas (Gold) | Stockholm 2021,6.09,6.09,3.41,6.05,3.41,5.99,3.47
Sticker | Ninjas in Pyjamas (Holo) | 2020 RMR,0.09,0.09,0.05,0.09,0.05,0.09,0.06
Sticker | Ninjas in Pyjamas (Holo) | Antwerp 2022,0.83,0.83,0.48,0.85,0.48,0.82,0.49
Sticker | Ninjas in Pyjamas (Holo) | Berlin 2019,0.72,0.72,0.46,0.75,0.46,0.83,0.61
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2014,39.99,39.99,25.91,49.79,25.91,49.58,27.45
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2016,15.25,15.25,9.47,15.25,9.47,15.24,10.55
Sticker | Ninjas in Pyjamas (Holo) | DreamHack 2014,186.27,186.27,133.57,187.45,133.57,185.58,170.61
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2014,,,3068.05,,3068.05,,15435.97
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2015,123.2,123.2,86.05,124.02,86.05,122.91,98.0
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2019,7.5,7.5,4.58,7.15,4.58,7.15,7.93
Sticker | Ninjas in Pyjamas (Holo) | London 2018,10.07,10.07,5.26,9.75,5.26,9.79,7.34
Sticker | Ninjas in Pyjamas (Holo) | MLG Columbus 2016,26.22,26.22,21.23,26.38,21.23,26.1,24.3
Sticker | Ninjas in Pyjamas (Holo) | Paris 2023,0.55,0.55,0.38,0.61,0.38,0.57,0.4
Sticker | Ninjas in Pyjamas (Holo) | Rio 2022,0.83,0.83,0.65,0.86,0.65,0.86,0.66
Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021,2.43,2.43,1.22,2.43,1.22,2.27,1.4
Sticker | Ninjas in Pyjamas | 2020 RMR,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Ninjas in Pyjamas | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Ninjas in Pyjamas | Berlin 2019,1.07,1.07,0.73,1.07,0.73,1.08,0.76
Sticker | Ninjas in Pyjamas | Cluj-Napoca 2015,3.41,3.41,2.51,3.45,2.51,3.4,2.53
Sticker | Ninjas in Pyjamas | Cologne 2014,6.7,6.7,4.45,6.7,4.45,5.88,5.63
Sticker | Ninjas in Pyjamas | Cologne 2015,3.8,3.8,2.57,3.8,2.57,3.48,3.03
Sticker | Ninjas in Pyjamas | Cologne 2016,6.05,6.05,3.24,5.98,3.24,5.91,4.44
Sticker | Ninjas in Pyjamas | DreamHack 2014,27.34,27.34,19.94,27.53,19.94,27.3,20.35
Sticker | Ninjas in Pyjamas | Katowice 2014,489.99,489.99,395.45,489.99,395.45,489.99,454.98
Sticker | Ninjas in Pyjamas | Katowice 2019,2.48,2.48,1.83,2.49,1.83,2.88,1.73
Sticker | Ninjas in Pyjamas | London 2018,2.78,2.78,1.71,2.7,1.71,2.95,1.71
Sticker | Ninjas in Pyjamas | MLG Columbus 2016,4.33,4.44,3.38,4.57,3.38,3.87,3.29
Sticker | Ninjas in Pyjamas | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Ninjas in Pyjamas | Rio 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Ninjas in Pyjamas | Stockholm 2021,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | No Pats,1.55,1.55,0.99,1.38,0.99,1.35,1.04
Sticker | No Pats (Holo),6.83,6.83,4.34,6.09,4.34,5.52,4.29
Sticker | No Time,0.35,0.35,0.19,0.34,0.19,0.32,0.21
Sticker | Noble,0.66,0.66,0.41,0.7,0.41,0.66,0.43
Sticker | Noble (Holo),1.31,1.31,0.82,1.3,0.82,1.27,0.86
Sticker | Noble Steed,0.04,0.04,0.01,0.04,0.01,0.04,0.02
Sticker | Nodios (Glitter) | Copenhagen 2024,0.05,0.05,0.02,0.05,0.02,0.05,0.02
Sticker | Nodios (Gold) | Copenhagen 2024,1.17,1.17,0.84,1.17,0.84,1.17,1.2
Sticker | Nodios (Holo) | Copenhagen 2024,0.28,0.28,0.16,0.26,0.16,0.24,0.58
Sticker | Nodios | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Non-Veg,0.36,0.36,0.22,0.37,0.22,0.36,0.23
Sticker | Noodles,0.2,0.2,0.13,0.21,0.13,0.21,0.17
Sticker | North (Foil) | 2020 RMR,0.82,0.82,0.53,0.81,0.53,0.83,0.65
Sticker | North (Foil) | Atlanta 2017,86.2,86.2,71.94,86.52,71.94,86.29,72.19
Sticker | North (Foil) | Berlin 2019,3.16,3.16,2.45,3.18,2.45,3.27,2.45
Sticker | North (Foil) | Boston 2018,65.7,65.7,45.54,65.8,45.54,65.79,45.54
Sticker | North (Foil) | Krakow 2017,40.6,40.6,25.64,40.75,25.64,40.64,35.0
Sticker | North (Foil) | London 2018,26.24,26.24,14.86,26.14,14.86,26.14,15.28
Sticker | North (Gold) | 2020 RMR,1.98,1.98,1.26,1.95,1.26,1.93,1.51
Sticker | North (Holo) | 2020 RMR,0.26,0.26,0.21,0.28,0.21,0.29,0.28
Sticker | North (Holo) | Atlanta 2017,86.55,86.55,54.33,86.82,54.33,84.84,54.6
Sticker | North (Holo) | Berlin 2019,0.51,0.51,0.32,0.51,0.32,0.51,0.37
Sticker | North (Holo) | Boston 2018,30.63,30.63,17.18,30.76,17.18,30.64,19.65
Sticker | North (Holo) | Krakow 2017,26.42,26.42,17.84,26.0,17.84,25.6,17.14
Sticker | North (Holo) | London 2018,56.99,56.99,47.99,57.31,47.99,56.71,48.16
Sticker | North | 2020 RMR,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | North | Atlanta 2017,3.77,3.77,2.91,3.69,2.91,3.64,2.93
Sticker | North | Berlin 2019,0.62,0.62,0.45,0.62,0.45,0.62,0.42
Sticker | North | Boston 2018,3.0,3.0,1.91,3.0,1.91,3.0,2.2
Sticker | North | Krakow 2017,2.03,2.03,1.47,2.04,1.47,1.8,1.53
Sticker | North | London 2018,1.3,1.3,0.85,1.31,0.85,1.35,0.86
Sticker | Norwi (Glitter) | Antwerp 2022,0.05,0.05,0.02,0.04,0.02,0.04,0.03
Sticker | Norwi (Gold) | Antwerp 2022,1.66,1.66,1.13,1.66,1.13,1.66,1.56
Sticker | Norwi (Holo) | Antwerp 2022,0.46,0.46,0.24,0.46,0.24,0.46,0.37
Sticker | Norwi | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Not A Bot,0.07,0.07,0.03,0.07,0.03,0.07,0.03
Sticker | Not For Resale,0.06,0.06,0.02,0.06,0.02,0.06,0.04
Sticker | Nuke Beast,0.23,0.23,0.15,0.25,0.15,0.24,0.14
Sticker | OG (Foil) | 2020 RMR,0.25,0.25,0.19,0.28,0.19,0.28,0.25
Sticker | OG (Foil) | Austin 2025,,,,,,,
Sticker | OG (Glitter) | Paris 2023,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | OG (Glitter) | Rio 2022,0.12,0.12,0.06,0.12,0.06,0.12,0.1
Sticker | OG (Gold) | 2020 RMR,1.89,1.89,1.17,1.95,1.17,1.95,1.59
Sticker | OG (Gold) | Austin 2025,,,,,,,
Sticker | OG (Gold) | Paris 2023,1.08,1.08,0.59,1.08,0.59,1.08,0.86
Sticker | OG (Gold) | Rio 2022,5.59,5.59,4.72,6.59,4.72,6.53,5.31
Sticker | OG (Holo) | 2020 RMR,0.23,0.21,0.11,0.21,0.11,0.23,0.15
Sticker | OG (Holo) | Paris 2023,0.64,0.64,0.32,0.84,0.32,0.99,0.4
Sticker | OG (Holo) | Rio 2022,0.75,0.75,0.48,0.74,0.48,0.74,0.47
Sticker | OG | 2020 RMR,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | OG | Austin 2025,,,,,,,
Sticker | OG | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | OG | Rio 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Obey SAS,0.13,0.13,0.07,0.11,0.07,0.12,0.07
Sticker | Ocean Sunset Flick (Holo),10.64,10.64,6.11,10.7,6.11,8.62,6.12
Sticker | Ocean Sunset Skill Surf (Holo),6.62,6.62,4.33,6.62,4.33,6.62,5.18
Sticker | Ocean Sunset Stabbyfish,0.36,0.36,0.28,0.4,0.28,0.35,0.28
Sticker | Officio Assassinorum,,,,,,,
Sticker | Old School (Lenticular),5.29,5.29,3.52,5.55,3.52,5.55,4.1
Sticker | On An Eco (Foil),2.18,2.18,1.62,2.09,1.62,2.2,1.72
Sticker | One Shot One Kill,1.1,1.1,0.82,1.09,0.82,1.09,0.91
Sticker | One Sting,0.18,0.18,0.11,0.2,0.11,0.2,0.15
Sticker | One Sting (Holo),1.04,1.04,0.65,1.05,0.65,1.05,0.68
Sticker | OpTic Gaming (Foil) | Atlanta 2017,287.5,287.5,181.3,287.5,181.3,287.5,189.99
Sticker | OpTic Gaming (Foil) | Cologne 2016,79.78,79.78,65.32,79.39,65.32,79.59,65.32
Sticker | OpTic Gaming (Foil) | London 2018,46.12,46.12,33.41,46.31,33.41,46.13,37.14
Sticker | OpTic Gaming (Holo) | Atlanta 2017,179.4,179.4,145.0,179.4,145.0,190.83,145.0
Sticker | OpTic Gaming (Holo) | Cologne 2016,51.06,51.06,40.23,51.26,40.23,50.99,47.47
Sticker | OpTic Gaming (Holo) | London 2018,22.97,22.97,9.74,22.97,9.74,22.97,12.43
Sticker | OpTic Gaming | Atlanta 2017,25.0,25.0,14.25,24.99,14.25,23.88,15.09
Sticker | OpTic Gaming | Cologne 2016,8.14,8.14,6.05,8.13,6.05,9.14,6.87
Sticker | OpTic Gaming | London 2018,6.55,6.55,4.07,6.59,4.07,5.92,4.1
Sticker | Opal Flick (Holo),14.49,14.49,9.63,14.46,9.63,13.76,9.67
Sticker | Operation Riptide,0.38,0.38,0.21,0.38,0.21,0.34,0.21
Sticker | Orange Gnar,0.32,0.32,0.33,0.36,0.33,0.38,0.48
Sticker | Ork Waaagh!,0.34,0.34,0.26,0.34,0.26,0.34,0.24
Sticker | Orks 1,,,,,,,
Sticker | Ouchie (Foil),3.17,3.17,2.37,3.45,2.37,3.36,2.72
Sticker | Outsiders (Glitter) | Antwerp 2022,0.31,0.31,0.23,0.3,0.23,0.3,0.26
Sticker | Outsiders (Glitter) | Rio 2022,0.18,0.18,0.1,0.19,0.1,0.19,0.13
Sticker | Outsiders (Gold) | Antwerp 2022,11.65,11.65,7.64,10.76,7.64,10.71,8.67
Sticker | Outsiders (Gold) | Rio 2022,7.5,7.5,5.43,7.25,5.43,7.09,5.79
Sticker | Outsiders (Holo) | Antwerp 2022,10.78,10.78,5.86,10.94,5.86,10.69,6.07
Sticker | Outsiders (Holo) | Rio 2022,1.31,1.31,0.95,1.32,0.95,1.46,0.98
Sticker | Outsiders | Antwerp 2022,0.07,0.07,0.03,0.06,0.03,0.06,0.04
Sticker | Outsiders | Rio 2022,0.05,0.05,0.01,0.04,0.01,0.04,0.01
Sticker | Overpass Diorama (Foil),0.26,0.25,0.15,0.26,0.15,0.23,0.15
Sticker | PAC AI,0.39,0.39,0.28,0.38,0.28,0.37,0.29
Sticker | PAC AI (Foil),4.2,4.2,2.8,4.2,2.8,4.17,3.34
Sticker | PENTA Sports  | Katowice 2015,11.7,11.7,8.99,11.66,8.99,11.66,8.99
Sticker | PENTA Sports (Foil) | Katowice 2015,45.0,45.0,36.07,45.0,36.07,45.0,40.22
Sticker | PENTA Sports (Foil) | Krakow 2017,29.28,29.28,12.77,29.28,12.77,29.28,21.88
Sticker | PENTA Sports (Holo) | Katowice 2015,67.69,67.69,47.52,68.04,47.52,67.54,59.65
Sticker | PENTA Sports (Holo) | Krakow 2017,8.48,8.48,4.73,8.48,4.73,8.43,5.25
Sticker | PENTA Sports | DreamHack 2014,28.48,28.48,24.55,28.68,24.55,28.42,23.89
Sticker | PENTA Sports | Krakow 2017,1.9,1.9,1.06,1.89,1.06,1.9,1.3
Sticker | PGL (Foil) | Krakow 2017,20.3,20.3,14.11,20.3,14.11,20.3,13.65
Sticker | PGL (Foil) | Stockholm 2021,1.1,1.1,0.7,1.11,0.7,1.07,0.86
Sticker | PGL (Glitter) | Antwerp 2022,0.4,0.4,0.27,0.42,0.27,0.39,0.28
Sticker | PGL (Glitter) | Copenhagen 2024,0.05,0.05,0.01,0.05,0.01,0.05,0.02
Sticker | PGL (Gold) | Antwerp 2022,1.91,1.91,1.33,1.79,1.33,1.69,1.35
Sticker | PGL (Gold) | Copenhagen 2024,1.08,1.08,0.8,1.16,0.8,1.07,1.02
Sticker | PGL (Gold) | Stockholm 2021,3.49,3.49,2.41,3.48,2.41,3.26,2.68
Sticker | PGL (Holo) | Antwerp 2022,1.69,1.69,1.2,1.68,1.2,1.99,1.54
Sticker | PGL (Holo) | Copenhagen 2024,0.61,0.61,0.37,0.65,0.37,0.57,0.37
Sticker | PGL (Holo) | Krakow 2017,4.28,4.28,2.86,4.17,2.86,3.98,3.57
Sticker | PGL (Holo) | Stockholm 2021,0.76,0.76,0.45,0.76,0.45,0.75,0.55
Sticker | PGL | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | PGL | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | PGL | Krakow 2017,1.47,1.47,1.07,1.5,1.07,1.49,1.17
Sticker | PGL | Stockholm 2021,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | PTFO,0.24,0.24,0.14,0.24,0.14,0.23,0.14
Sticker | PTFO (Holo),0.32,0.32,0.25,0.36,0.25,0.34,0.33
Sticker | Pain Train (Holo),0.37,0.37,0.25,0.4,0.25,0.4,0.26
Sticker | Pandamonium,1.32,1.32,0.7,1.28,0.7,1.27,0.8
Sticker | Passion UA (Glitter) | Shanghai 2024,0.11,0.11,0.07,0.13,0.07,0.11,0.06
Sticker | Passion UA (Gold) | Shanghai 2024,3.06,3.06,2.33,3.48,2.33,2.92,2.27
Sticker | Passion UA (Holo) | Shanghai 2024,1.91,1.91,0.9,1.74,0.9,1.74,0.95
Sticker | Passion UA | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Patsi (Glitter) | Antwerp 2022,0.06,0.06,0.05,0.06,0.05,0.06,0.05
Sticker | Patsi (Glitter) | Rio 2022,0.09,0.09,0.05,0.09,0.05,0.07,0.07
Sticker | Patsi (Gold) | Antwerp 2022,2.78,2.78,2.66,2.78,2.66,2.78,2.78
Sticker | Patsi (Gold) | Rio 2022,4.61,4.61,3.15,4.61,3.15,4.61,6.81
Sticker | Patsi (Holo) | Antwerp 2022,0.71,0.71,0.53,0.72,0.53,0.71,0.66
Sticker | Patsi (Holo) | Rio 2022,0.89,0.89,0.44,0.72,0.44,0.72,0.56
Sticker | Patsi | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | Patsi | Rio 2022,0.03,0.03,0.02,0.04,0.02,0.04,0.02
Sticker | Patti (Glitter) | Copenhagen 2024,0.04,0.04,0.02,0.04,0.02,0.04,0.04
Sticker | Patti (Gold) | Copenhagen 2024,1.18,1.18,0.71,1.17,0.71,1.17,2.45
Sticker | Patti (Holo) | Copenhagen 2024,0.27,0.27,0.19,0.25,0.19,0.27,0.28
Sticker | Patti | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Peek Me (Foil),0.63,0.63,0.38,0.6,0.38,0.61,0.44
Sticker | Peek-A-Boo,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Pegasus,0.5,0.5,0.35,0.47,0.35,0.51,0.31
Sticker | Pegasus (Holo),2.27,2.27,1.7,2.32,1.7,2.3,1.72
Sticker | Perfect World (Glitter) | Shanghai 2024,0.12,0.12,0.08,0.12,0.08,0.11,0.08
Sticker | Perfect World (Gold) | Shanghai 2024,12.48,12.48,4.87,14.78,4.87,14.77,6.12
Sticker | Perfect World (Holo) | Shanghai 2024,2.36,2.36,1.68,2.48,1.68,2.23,1.71
Sticker | Perfect World | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Perfecto (Foil) | Berlin 2019,1.03,1.03,0.69,1.03,0.69,1.1,0.66
Sticker | Perfecto (Glitter) | Antwerp 2022,0.04,0.04,0.04,0.04,0.04,0.04,0.02
Sticker | Perfecto (Glitter) | Copenhagen 2024,0.62,0.62,0.46,0.62,0.46,0.64,0.49
Sticker | Perfecto (Glitter) | Paris 2023,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | Perfecto (Glitter) | Rio 2022,0.1,0.1,0.05,0.1,0.05,0.11,0.06
Sticker | Perfecto (Glitter) | Shanghai 2024,0.06,0.06,0.03,0.06,0.03,0.06,0.15
Sticker | Perfecto (Gold) | Antwerp 2022,2.93,2.93,2.49,2.93,2.49,2.93,2.96
Sticker | Perfecto (Gold) | Berlin 2019,19.33,19.33,18.41,19.33,18.41,18.35,32.51
Sticker | Perfecto (Gold) | Copenhagen 2024,7.63,7.63,3.95,7.61,3.95,7.62,4.03
Sticker | Perfecto (Gold) | Paris 2023,2.1,2.1,1.36,2.1,1.36,2.08,2.1
Sticker | Perfecto (Gold) | Rio 2022,5.06,5.06,3.46,5.09,3.46,5.09,3.88
Sticker | Perfecto (Gold) | Shanghai 2024,2.78,2.78,2.32,2.78,2.32,2.49,2.3
Sticker | Perfecto (Gold) | Stockholm 2021,3.07,3.07,2.32,3.06,2.32,3.01,2.54
Sticker | Perfecto (Holo) | Antwerp 2022,1.0,1.0,0.85,1.01,0.85,1.0,0.91
Sticker | Perfecto (Holo) | Copenhagen 2024,3.04,3.04,1.77,3.04,1.77,2.91,4.54
Sticker | Perfecto (Holo) | Paris 2023,0.57,0.57,0.49,0.71,0.49,0.7,0.41
Sticker | Perfecto (Holo) | Rio 2022,0.71,0.71,0.41,0.71,0.41,0.7,0.47
Sticker | Perfecto (Holo) | Shanghai 2024,0.58,0.58,0.23,0.58,0.23,0.47,0.38
Sticker | Perfecto (Holo) | Stockholm 2021,0.17,0.17,0.11,0.2,0.11,0.19,0.16
Sticker | Perfecto | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Perfecto | Berlin 2019,0.27,0.27,0.16,0.25,0.16,0.25,0.19
Sticker | Perfecto | Copenhagen 2024,0.07,0.07,0.06,0.07,0.06,0.08,0.06
Sticker | Perfecto | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Perfecto | Rio 2022,0.06,0.06,0.05,0.06,0.05,0.06,0.04
Sticker | Perfecto | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Perfecto | Stockholm 2021,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Perry,0.42,0.42,0.31,0.41,0.31,0.41,0.31
Sticker | Perry (Holo),4.94,4.94,3.26,4.85,3.26,4.8,3.15
Sticker | Phoenix (Foil),3.65,3.65,2.53,3.7,2.53,3.69,2.58
Sticker | Phoenix Balaclava Co. (Holo),1.42,1.42,0.91,1.38,0.91,1.51,1.13
Sticker | Phoenix Reborn,0.39,0.39,0.27,0.39,0.27,0.38,0.3
Sticker | Phoenix Reborn (Foil),4.53,4.53,2.82,4.61,2.82,4.54,2.84
Sticker | Piece Of Cake,1.04,1.04,0.61,1.06,0.61,1.06,0.65
Sticker | Pigeon Master,1.1,1.1,0.7,1.1,0.7,1.08,1.14
Sticker | Pimp (Foil) | Atlanta 2017,255.0,255.0,152.45,255.0,152.45,255.0,184.82
Sticker | Pimp (Foil) | Cluj-Napoca 2015,94.89,94.89,81.82,94.89,81.82,94.14,88.57
Sticker | Pimp | Atlanta 2017,20.3,20.3,20.45,20.3,20.45,20.31,24.52
Sticker | Pimp | Cluj-Napoca 2015,58.0,58.0,33.99,58.0,33.99,50.0,33.99
Sticker | Pink Jaggyfish,1.61,1.61,0.94,1.5,0.94,1.73,1.13
Sticker | Pixel Avenger,0.14,0.14,0.08,0.14,0.08,0.14,0.08
Sticker | Pixiu,0.36,0.36,0.21,0.36,0.21,0.35,0.21
Sticker | Pixiu (Foil),2.14,2.14,1.58,2.13,1.58,1.91,2.11
Sticker | Planetkey Dynamics | DreamHack 2014,107.14,107.14,91.21,107.83,91.21,106.88,95.0
Sticker | Please Return To,0.04,0.04,0.02,0.04,0.02,0.04,0.02
Sticker | Plopski (Foil) | Austin 2025,,,,,,,
Sticker | Plopski (Glitter) | Antwerp 2022,0.04,0.04,0.01,0.04,0.01,0.04,0.03
Sticker | Plopski (Gold) | Antwerp 2022,2.39,2.39,1.38,2.39,1.38,2.3,2.95
Sticker | Plopski (Gold) | Stockholm 2021,4.73,4.73,3.62,4.73,3.62,4.71,4.97
Sticker | Plopski (Holo) | Antwerp 2022,0.41,0.41,0.29,0.41,0.29,0.41,0.36
Sticker | Plopski (Holo) | Stockholm 2021,0.28,0.28,0.16,0.29,0.16,0.24,0.25
Sticker | Plopski | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Plopski | Austin 2025,,,,,,,
Sticker | Plopski | Stockholm 2021,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | Pocket BBQ,0.2,0.2,0.14,0.2,0.14,0.19,0.17
Sticker | Poorly Drawn Ava,0.23,0.23,0.15,0.24,0.15,0.23,0.15
Sticker | Poorly Drawn Ava (Holo),1.57,1.57,1.18,1.56,1.18,1.53,1.26
Sticker | Poorly Drawn Balkan,0.23,0.23,0.14,0.23,0.14,0.21,0.19
Sticker | Poorly Drawn Balkan (Holo),1.3,1.3,0.95,1.31,0.95,1.21,1.12
Sticker | Poorly Drawn Bloody Darryl,0.26,0.26,0.18,0.26,0.18,0.25,0.18
Sticker | Poorly Drawn Bloody Darryl (Holo),1.51,1.51,1.17,1.51,1.17,1.56,1.19
Sticker | Poorly Drawn Chicken,0.78,0.78,0.51,0.78,0.51,0.76,0.53
Sticker | Poorly Drawn Chicken (Holo),3.85,3.85,2.47,3.77,2.47,3.74,2.87
Sticker | Poorly Drawn FBI,0.48,0.48,0.27,0.47,0.27,0.47,0.32
Sticker | Poorly Drawn FBI (Holo),1.89,1.89,1.3,1.89,1.3,1.88,1.41
Sticker | Poorly Drawn IDF,0.24,0.24,0.15,0.21,0.15,0.21,0.17
Sticker | Poorly Drawn IDF (Holo),1.15,1.15,0.81,1.26,0.81,1.15,1.0
Sticker | Poorly Drawn Leet Crew,0.28,0.28,0.17,0.29,0.17,0.27,0.22
Sticker | Poorly Drawn Leet Crew (Holo),1.2,1.2,0.91,1.26,0.91,1.3,0.92
Sticker | Poorly Drawn Number K,0.43,0.43,0.23,0.39,0.23,0.39,0.26
Sticker | Poorly Drawn Number K (Holo),2.2,2.2,1.73,2.19,1.73,2.2,2.05
Sticker | Poorly Drawn SAS,0.87,0.87,0.89,0.76,0.89,0.83,0.89
Sticker | Poorly Drawn SAS (Holo),2.58,2.58,1.61,2.58,1.61,2.19,2.18
Sticker | Poorly Drawn Terrorist,0.8,0.8,0.53,0.78,0.53,0.78,0.59
Sticker | Poorly Drawn Terrorist (Holo),4.61,4.61,2.69,4.63,2.69,4.78,3.09
Sticker | Press Start,0.06,0.06,0.04,0.07,0.04,0.07,0.04
Sticker | Primaris Keychain,0.47,0.47,0.31,0.46,0.31,0.46,0.3
Sticker | Professor_Chaos (Foil) | MLG Columbus 2016,26.79,26.79,23.79,26.96,23.79,26.73,31.21
Sticker | Professor_Chaos | MLG Columbus 2016,6.52,6.52,4.12,6.0,4.12,6.52,6.5
Sticker | Pros Don't Fake,0.97,0.97,0.6,0.97,0.6,0.98,0.66
Sticker | Pure Malt (Foil),0.8,0.8,0.48,0.8,0.48,0.77,0.58
Sticker | Purple Bombster,0.34,0.34,0.2,0.32,0.2,0.28,0.22
Sticker | Purple Cyclawps,0.31,0.31,0.22,0.31,0.22,0.29,0.22
Sticker | Purple Gnar,0.52,0.52,0.45,0.52,0.45,0.47,0.45
Sticker | Purple Jaggyfish,2.08,2.08,1.23,2.11,1.23,2.24,1.24
Sticker | Purrurists (Foil),9.6,9.6,6.67,9.81,6.67,9.32,7.37
Sticker | Pushing Smokes (Glitter),0.71,0.71,0.49,0.71,0.49,0.7,0.51
Sticker | Qikert (Gold) | Stockholm 2021,4.56,4.56,2.56,4.61,2.56,4.55,3.87
Sticker | Qikert (Holo) | Stockholm 2021,0.36,0.36,0.24,0.36,0.24,0.36,0.27
Sticker | Qikert | Stockholm 2021,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Quantum Bellator Fire (Foil) | Boston 2018,23.73,23.73,11.58,23.69,11.58,23.66,16.19
Sticker | Quantum Bellator Fire (Holo) | Boston 2018,19.23,19.23,9.39,19.18,9.39,19.18,13.97
Sticker | Quantum Bellator Fire | Boston 2018,1.47,1.47,0.88,1.47,0.88,1.47,0.87
Sticker | Queen Of Pain,0.86,0.86,0.57,0.87,0.57,0.87,0.56
Sticker | Queenix (Glitter) | Copenhagen 2024,0.04,0.04,0.02,0.04,0.02,0.04,0.03
Sticker | Queenix (Gold) | Copenhagen 2024,2.23,2.23,1.11,2.23,1.11,2.18,1.05
Sticker | Queenix (Holo) | Copenhagen 2024,0.25,0.25,0.15,0.25,0.15,0.25,0.2
Sticker | Queenix | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | Quick Peek,0.18,0.18,0.11,0.19,0.11,0.18,0.11
Sticker | REZ (Foil) | Berlin 2019,0.51,0.51,0.27,0.51,0.27,0.51,0.36
Sticker | REZ (Foil) | Katowice 2019,14.29,14.29,2.19,11.57,2.19,11.57,2.75
Sticker | REZ (Foil) | London 2018,5.98,5.98,4.63,5.98,4.63,5.99,4.71
Sticker | REZ (Glitter) | Antwerp 2022,0.05,0.05,0.02,0.05,0.02,0.05,0.05
Sticker | REZ (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | REZ (Glitter) | Rio 2022,0.09,0.09,0.08,0.09,0.08,0.09,0.09
Sticker | REZ (Gold) | Antwerp 2022,4.56,4.56,2.55,5.49,2.55,5.52,2.87
Sticker | REZ (Gold) | Berlin 2019,11.99,11.99,10.38,11.99,10.38,12.0,10.42
Sticker | REZ (Gold) | Katowice 2019,88.75,88.75,38.18,89.27,38.18,89.31,38.93
Sticker | REZ (Gold) | London 2018,228.73,228.73,162.0,227.86,162.0,228.44,180.0
Sticker | REZ (Gold) | Paris 2023,1.35,1.35,0.93,1.35,0.93,1.32,1.34
Sticker | REZ (Gold) | Rio 2022,6.81,6.81,4.34,6.73,4.34,6.73,4.46
Sticker | REZ (Gold) | Stockholm 2021,11.39,11.39,6.57,10.9,6.57,10.9,10.29
Sticker | REZ (Holo) | Antwerp 2022,0.76,0.76,0.39,0.76,0.39,0.7,0.47
Sticker | REZ (Holo) | Paris 2023,0.3,0.3,0.19,0.29,0.19,0.29,0.24
